dataset_name,n_instances,n_features,ratio_instances_to_features,n_numeric_features,n_categorical_features,ratio_numeric_features,ratio_categorical_features,n_missing_values,missing_value_ratio,n_classes,class_imbalance_ratio,majority_class_percentage,skewness_mean,skewness_std,kurtosis_mean,kurtosis_std,mean_correlation_abs,class_entropy,normalized_class_entropy,landmarker_decision_stump,landmarker_naive_bayes,openml_id
openml_12_mfeat-factors,2000,216,9.259259258830589,216,0,0.9999999999537037,0.0,0,0.0,10,0.99999999995,0.0999999999995,0.027539842208265886,0.42430363255864206,-0.3173992823351904,0.5386174047894495,0.2496260700066089,3.3219280948729355,0.9999999999956571,0.18749934342138241,0.9240004622313468,12
openml_14_mfeat-fourier,2000,76,26.31578947022161,76,0,0.9999999998684211,0.0,0,0.0,10,0.99999999995,0.0999999999995,0.5442920729323075,0.24735546239598033,0.11571047255824823,0.6327234398532984,0.14589066038128867,3.3219280948729355,0.9999999999956571,0.18750234492363427,0.7535091313202257,14
openml_15_breast-w,699,9,77.66666658037036,9,0,0.9999999988888888,0.0,16,0.0025433158480328353,2,1.9004149376804806,0.655221745341127,1.4782335067616523,0.7933220288726012,1.6715057042384802,3.934284364847587,0.6007374893519858,0.9293179372469129,0.9293179372469129,0.9041487839771102,0.9613733905579398,15
openml_18_mfeat-morphological,2000,6,333.3333327777778,6,0,0.9999999983333333,0.0,0,0.0,10,0.99999999995,0.0999999999995,0.5311684258700206,0.33467374888151874,-0.5378957691470841,0.37720708791365454,0.5727573352912978,3.3219280948729355,0.9999999999956571,0.19449959704832268,0.6955020988004496,18
openml_23_cmc,1473,9,163.6666664848148,2,7,0.2222222219753086,0.7777777769135802,0,0.0,3,1.8888888888321655,0.42701968770925314,0.6770412261234309,0.4208532444517296,0.287792338070441,1.2325564422389124,0.5401258901189878,1.5390345832454195,0.9710227103449833,0.4270196877121521,0.46300067888662594,23
openml_24_mushroom,8124,22,369.272727104876,0,22,0.0,0.9999999995454545,2480,0.013875833669038209,2,1.0745658835519036,0.5179714426384565,0.0,0.0,0.0,0.0,0.0,0.9990678968695752,0.9990678968695752,0.6099212210733629,0.7491383554899066,24
openml_28_optdigits,5620,64,87.8124999862793,64,0,0.9999999998437501,0.0,0,0.0,10,1.0324909747106048,0.10177935943042388,,,,,0.12058336628954322,3.3218327248523387,0.9999712907587704,0.19484015488690132,0.7973271810101533,28
openml_29_credit-approval,690,15,45.99999996933333,6,9,0.39999999973333333,0.5999999996,67,0.006473429951684566,2,1.2475570032166918,0.5550724637600714,4.423174093472402,4.091124513151901,49.64899830436567,74.93572835690227,0.16611546592444967,0.991230898900467,0.991230898900467,0.8550724637681161,0.7855072463768117,29
openml_32_pendigits,10992,16,686.9999995706249,16,0,0.999999999375,0.0,0,0.0,10,1.0843601895631816,0.10407569141184127,-0.03919073310721147,0.654752281069524,-0.5013608538901575,1.1107628570621895,0.27119521248701683,3.320771738876168,0.9996519021549641,0.19814410480349345,0.8467066957787481,32
openml_36_segment,2310,19,121.57894730443213,19,0,0.9999999994736841,0.0,0,0.0,7,0.9999999999696969,0.14285714285652443,,,,,0.2780045419129034,2.807354922047505,0.9999999999964027,0.28528138528138525,0.793939393939394,36
openml_44_spambase,4601,57,80.71929823145275,57,0,0.9999999998245613,0.0,0,0.0,2,1.5377826806313417,0.6059552271232211,11.182991741438656,6.89504025789688,240.90671025613483,294.30154261178177,0.06085384270506117,0.9673602371778813,0.9673602371778813,0.776345433067049,0.824588730671851,44
openml_46_splice,3190,60,53.16666665780556,0,60,0.0,0.9999999998333333,0,0.0,3,2.1577574967124153,0.5188087774278407,0.0,0.0,0.0,0.0,0.0,1.4801700696093056,0.9338833372624463,0.6332311257919021,0.9144206353135896,46
openml_48_tae,151,5,30.1999999396,3,2,0.5999999988,0.3999999992,0,0.0,3,1.061224489579342,0.34437086090434627,0.4488703048300609,0.35645507074756394,-0.6852522004135962,0.33824225734033786,0.1017532832116711,1.5845209168457957,0.9997213915943377,0.4037908496732026,0.45712418300653596,48
openml_50_tic-tac-toe,958,9,106.44444432617283,0,9,0.0,0.9999999988888888,0,0.0,2,1.8855421686179052,0.6534446764023649,0.0,0.0,0.0,0.0,0.0,0.9309539862479106,0.9309539862479106,0.6242783437826541,0.5813381661442006,50
openml_54_vehicle,846,18,46.99999997388889,18,0,0.9999999994444444,0.0,0,0.0,4,1.0954773868796241,0.2576832151269777,1.0397300490278392,1.6489218646769614,5.1156511354046215,14.734926636796565,0.4070565349191195,1.9990667655285925,0.9995333827642963,0.39952718676122934,0.4574468085106383,54
openml_151_electricity,45312,8,5663.999992919999,7,1,0.8749999989062499,0.12499999984374999,0,0.0,2,1.3554608306901514,0.5754546257060877,12.617694991085605,27.149381087315913,1029.056846981523,2457.425570529366,0.21561630310681043,0.9835093906028243,0.9835093906028243,0.7400026483050848,0.7537959039548023,151
openml_179_adult,48842,14,3488.7142832223467,2,12,0.14285714275510203,0.8571428565306122,6465,0.009454684785342686,2,3.1791734405722774,0.7607182343063837,0.5611662761234655,0.8776814118199673,3.3413318070803975,2.7157734331467656,0.03876068354970968,0.7938438393615401,0.7938438393615401,0.7607182349443268,0.7675770951613958,179
openml_182_satimage,6430,36,178.6111110614969,36,0,0.9999999997222222,0.0,0,0.0,6,2.4495999999608062,0.2381026438565504,0.040450794615550366,0.5577372033922399,-0.15493004538960817,0.8333706575989891,0.4957905897621942,2.4833618760370038,0.9606955131241526,0.42659413501786453,0.7968887480469794,182
openml_188_eucalyptus,736,19,38.73684208487534,14,5,0.7368421048753462,0.26315789459833794,448,0.0320366132722883,5,2.038095237901134,0.29076086956126684,2.525920309141091,7.132072344547138,62.65011947073208,188.95461986966842,0.1345103178663686,2.262083620421061,0.9742263877171423,0.34109839057574254,0.2827498479066423,188
openml_300_isolet,7797,617,12.636952998174442,617,0,0.9999999999837925,0.0,0,0.0,26,1.006711409362191,0.038476337052663234,0.44198240232464236,1.8093790452647884,3.6025813408819545,15.355758242081908,0.17329807802371353,4.7004382798390205,0.9999996940069106,0.0757983839938438,0.8269847377196357,300
openml_310_mammography,11183,6,1863.8333302269446,6,0,0.9999999983333333,0.0,0,0.0,2,42.01153845992263,0.976750424750982,4.442679623957269,3.1854469563015297,62.724735688019685,65.01642330739237,0.24397259495964993,0.15931642036711233,0.15931642036711233,0.9789859445034937,0.95582584630656,310
openml_1050_pc3,1563,37,42.24324323182615,37,0,0.9999999997297297,0.0,0,0.0,2,8.768749999451952,0.8976327575118515,10.314414773223355,8.275274326950907,238.18648558473586,268.31876951144085,0.405830997802255,0.47645497142243703,0.47645497142243703,0.8976327575175943,0.3525271912987844,1050
openml_1063_kc2,522,21,24.85714284530612,21,0,0.9999999995238095,0.0,0,0.0,2,3.8785046725347194,0.7950191570728924,8.927345438818474,4.239858120836722,128.85404669538553,86.67785980606929,0.775320960298443,0.7317786193023403,0.7317786193023403,0.7777777777777778,0.8371647509578545,1063
openml_1067_kc1,2109,21,100.4285713807483,21,0,0.9999999995238095,0.0,0,0.0,2,5.469325153206462,0.8454243717361526,4.20018808788272,1.9675874907373714,31.775080680731712,28.470211762676826,0.7203468143848015,0.6211733422304946,0.6211733422304946,0.8454243717401612,0.8236130867709814,1067
openml_1068_pc1,1109,21,52.80952378437642,21,0,0.9999999995238095,0.0,0,0.0,2,13.402597400856807,0.9305680793423755,7.9976694190730075,3.980557634670969,115.51733740172155,104.44762594000659,0.6327333982262605,0.36380010531634877,0.36380010531634877,0.9296638101516151,0.8656851973925145,1068
openml_1461_bank-marketing,45211,16,2825.687498233945,7,9,0.4374999997265625,0.5624999996484374,0,0.0,2,7.548118736987052,0.8830151954168493,8.80589975293312,13.728453052977569,672.9555290640652,1565.6555489956154,0.057295195847626074,0.5206312212509311,0.5206312212509311,0.8830151953025824,0.791309110041417,1461
openml_1467_climate-model-simulation-crashes,540,20,26.9999999865,20,0,0.9999999995,0.0,0,0.0,2,10.739130432448015,0.9148148147978737,2.894998406258482e-05,0.000643392624243766,-1.2150411450845582,0.06537698896348818,0.017047217966758694,0.4201910370822911,0.4201910370822911,0.648148148148148,0.8462962962962962,1467
openml_1478_har,10299,561,18.358288769726233,561,0,0.9999999999821747,0.0,0,0.0,6,1.3826458036886016,0.1887561899211683,1.6368591415596545,2.282199652458203,13.655742080951006,36.97025486391116,0.4177873992242384,2.5759228762856208,0.9965029959107672,0.37362850762209926,0.7176424895620933,1478
openml_1485_madelon,2600,500,5.199999999896,500,0,0.99999999998,0.0,0,0.0,2,0.9999999999923078,0.4999999999980769,0.03293073117513002,0.05454651763791839,0.08086452174378349,0.19124747718385038,0.016037957927920652,0.9999999999971146,0.9999999999971146,0.6169265152060008,0.594614080745281,1485
openml_1494_qsar-biodeg,1055,41,25.731707310797145,41,0,0.9999999997560975,0.0,0,0.0,2,1.9634831460122617,0.662559241699881,3.7932361767328735,4.7275596199391385,44.49592560815543,125.75418036429853,0.16538572500514884,0.9223486063011714,0.9223486063011714,0.7061345290511958,0.7070814987481654,1494
openml_1497_wall-robot-navigation,5456,24,227.3333332386111,24,0,0.9999999995833333,0.0,0,0.0,4,6.7225609754048,0.4041422287382622,1.5218390965935076,1.0629071798045784,2.3655526685125627,4.557816812682404,0.17213448136854795,1.7146327422602061,0.8573163711301031,0.6992305882594856,0.5163111418343593,1497
openml_1501_semeion,1593,256,6.222656249756927,256,0,0.9999999999609375,0.0,0,0.0,10,1.0451612902551508,0.1016949152535989,0.8086197183395935,0.6180856842796322,-0.9641042380009753,1.7614462219453164,0.09666217663910173,3.321819489672353,0.9999673065725967,0.19397363465160078,0.7827997489014438,1501
openml_1502_skin-segmentation,245057,3,81685.66639438111,3,0,0.9999999966666667,0.0,0,0.0,2,3.818360565484218,0.7924605295910424,-0.3340230099974073,0.23852455324421198,-0.7938575858234455,0.137784881320627,0.670574911318036,0.7367531276740031,0.7367531276740031,0.8748005345703742,0.9205614763671082,1502
openml_1504_steel-plates-fault,1941,33,58.818181800358126,33,0,0.9999999996969696,0.0,0,0.0,2,1.884101040090875,0.6532715095278039,3.6430785024904013,7.6996377173104245,91.40738900769927,308.8328205855352,0.21575965199326663,0.931112334864559,0.931112334864559,0.44822256568778984,0.4976816074188562,1504
openml_1512_heart-long-beach,200,13,15.384615372781065,13,0,0.9999999992307692,0.0,0,0.0,5,5.599999994399999,0.279999999986,0.5019733506048236,3.1900608882295676,9.141559265878112,25.967429457346267,0.12468761166310988,2.174547124914036,0.9365264711263698,0.2796622945876677,0.13990652796622946,1512
openml_1590_adult,48842,14,3488.7142832223467,6,8,0.4285714282653061,0.5714285710204081,6465,0.009454684785342686,2,3.1791734405722774,0.7607182343063837,3.063766712465228,4.2539086550548175,30.356406983997122,55.117464665749004,0.05943494329195553,0.7938438393615401,0.7938438393615401,0.7607182349443268,0.7946644958944572,1590
openml_40975_car,1728,6,287.99999952,0,6,0.0,0.9999999983333333,0,0.0,4,18.61538461252071,0.7002314814774293,0.0,0.0,0.0,0.0,0.0,1.2057409700064046,0.6028704850032023,0.7002314814814814,0.5497685185185185,40975
openml_40978_Internet-Advertisements,3279,1558,2.10462130935748,3,1555,0.0019255455712328272,0.9980744544223488,0,0.0,2,6.143790849539351,0.8600182982590424,3.860933626930484,2.59543117889806,29.09577559513602,31.793619107533623,0.3558226799930151,0.5841908881364708,0.5841908881364708,0.9097285757853003,0.7447392497712717,40978
openml_40979_mfeat-pixel,2000,240,8.333333332986111,240,0,0.9999999999583333,0.0,0,0.0,10,0.99999999995,0.0999999999995,-0.036343059600723246,0.9620521944246584,-0.8287911156818989,1.8606471190683391,0.1721473682893496,3.3219280948729355,0.9999999999956571,0.19500009754882316,0.9190022106064085,40979
openml_40982_steel-plates-fault,1941,27,71.88888886226337,27,0,0.9999999996296296,0.0,0,0.0,7,12.236363634138844,0.3467284904670442,3.7383555363804244,8.475910868613932,109.30085801353897,338.7965350050478,0.24536863607275175,2.410690442262343,0.8587052614264631,0.48480164863472436,0.4198866563626997,40982
openml_40983_wilt,4839,5,967.7999980644,5,0,0.9999999980000001,0.0,0,0.0,2,17.540229884385433,0.9460632362038726,3.3723835395154693,3.507097958627594,47.95708849452926,49.56300576774934,0.2376902941065072,0.30289031719594833,0.30289031719594833,0.9460632362058276,0.8871667699938004,40983
openml_40984_segment,2310,16,144.37499990976562,16,0,0.999999999375,0.0,0,0.0,7,0.9999999999696969,0.14285714285652443,3.723812213167537,4.848548269717066,43.358138912348174,94.1738678165465,0.30984029394018425,2.807354922047505,0.9999999999964027,0.2857142857142857,0.7082251082251082,40984
openml_40994_climate-model-simulation-crashes,540,18,29.999999983333332,18,0,0.9999999994444444,0.0,0,0.0,2,10.739130432448015,0.9148148147978737,5.453995059283826e-06,0.0006882522153482347,-1.2000139601470414,0.0006652080797770116,0.009228913044967407,0.4201910370822911,0.4201910370822911,0.9148148148148149,0.9462962962962962,40994
openml_41027_jungle_chess_2pcs_raw_endgame_complete,44819,6,7469.833320883611,6,0,0.9999999983333333,0.0,0,0.0,3,5.319953863886228,0.514558557754409,-0.20973983990698108,0.29662426280604004,-1.334462789270586,0.07119305281777209,0.0041929653310118055,1.3491090889048194,0.8511930650037313,0.6159441045675588,0.6390827428239408,41027
